COLREG_Type,MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo
Overtaking,372747000,12/4/17 18:25:20,33.84688667,-118.4301533,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:25:40,33.84693667,-118.4296933,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:26:00,33.84698500,-118.4292333,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:27:16,33.84703500,-118.4287733,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:27:36,33.84708500,-118.4283133,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:28:00,33.84713333,-118.4278533,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:28:20,33.84718333,-118.4273933,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:28:40,33.84723333,-118.4269333,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:29:00,33.84728167,-118.4264733,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:30:16,33.84733167,-118.4260133,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:30:36,33.84738167,-118.4255533,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:31:00,33.84743000,-118.4250933,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:31:20,33.84748000,-118.4246333,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:31:40,33.84753000,-118.4241733,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:32:00,33.84757833,-118.4237133,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:33:16,33.84762833,-118.4232533,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:33:36,33.84767833,-118.4227933,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:34:00,33.84772667,-118.4223333,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:34:20,33.84777667,-118.4218733,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:34:40,33.84782667,-118.4214133,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:35:00,33.84787500,-118.4209533,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:36:16,33.84792500,-118.4204933,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:36:36,33.84797500,-118.4200333,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:37:00,33.84802333,-118.4195733,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:37:20,33.84807333,-118.4191133,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:37:40,33.84812167,-118.4186533,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:38:00,33.84817167,-118.4181933,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:39:16,33.84822167,-118.4177333,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:39:36,33.84827000,-118.4172733,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:40:00,33.84832000,-118.4168133,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:40:20,33.84837000,-118.4163533,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:40:40,33.84841833,-118.4158933,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:41:00,33.84846833,-118.4154333,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:42:16,33.84851833,-118.4149733,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:42:36,33.84856667,-118.4145133,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:43:00,33.84861667,-118.4140533,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:43:20,33.84866667,-118.4135933,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:43:40,33.84871500,-118.4131333,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:44:00,33.84876500,-118.4126733,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:45:16,33.84881500,-118.4122133,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:45:36,33.84886333,-118.4117533,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:46:00,33.84891333,-118.4112933,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:46:20,33.84896333,-118.4108333,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:46:40,33.84901167,-118.4103733,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:47:00,33.84906167,-118.4099133,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:48:16,33.84911167,-118.4094533,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:48:36,33.84916000,-118.4089933,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:49:00,33.84921000,-118.4085333,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:49:20,33.84926000,-118.4080733,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:49:40,33.84930833,-118.4076133,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:50:00,33.84935833,-118.4071533,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:51:16,33.84940833,-118.4066933,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:51:36,33.84945667,-118.4062333,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:52:00,33.84950667,-118.4057733,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/4/17 18:52:18,33.84956167,-118.4052650,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,538004144,12/3/17 9:00:08,33.63263000,-120.4482517,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:00:20,33.63267333,-120.4477817,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:00:32,33.63271667,-120.4473117,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:00:44,33.63276000,-120.4468417,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:01:00,33.63280333,-120.4463717,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:01:12,33.63284667,-120.4459017,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:01:24,33.63289000,-120.4454317,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:01:36,33.63293333,-120.4449633,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:01:48,33.63297667,-120.4444933,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:02:00,33.63302000,-120.4440233,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:03:08,33.63306333,-120.4435533,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:03:20,33.63310833,-120.4430833,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:03:32,33.63315167,-120.4426133,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:03:44,33.63319500,-120.4421433,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:04:00,33.63323833,-120.4416733,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:04:12,33.63328167,-120.4412033,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:04:24,33.63332500,-120.4407333,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:04:36,33.63336833,-120.4402633,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:04:48,33.63341167,-120.4397933,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:05:00,33.63345500,-120.4393233,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:06:08,33.63349833,-120.4388533,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:06:20,33.63354167,-120.4383833,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:06:32,33.63358500,-120.4379133,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:06:44,33.63362833,-120.4374433,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:07:00,33.63367167,-120.4369733,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:07:12,33.63371500,-120.4365050,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:07:24,33.63375833,-120.4360350,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:07:36,33.63380167,-120.4355650,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:07:48,33.63384500,-120.4350950,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:08:00,33.63388833,-120.4346250,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:09:08,33.63393167,-120.4341550,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:09:20,33.63397500,-120.4336850,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:09:32,33.63401833,-120.4332150,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:09:44,33.63406167,-120.4327450,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:10:00,33.63410500,-120.4322750,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:10:12,33.63414833,-120.4318050,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:10:24,33.63419167,-120.4313350,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:10:36,33.63423500,-120.4308650,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:10:48,33.63427833,-120.4303950,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:11:00,33.63432167,-120.4299250,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:12:08,33.63436500,-120.4294550,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:12:20,33.63440833,-120.4289850,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:12:32,33.63445167,-120.4285150,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:12:44,33.63449500,-120.4280467,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:13:00,33.63453833,-120.4275767,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:13:12,33.63458167,-120.4271067,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:13:24,33.63462500,-120.4266367,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:13:36,33.63466833,-120.4261667,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:13:48,33.63471167,-120.4256967,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:14:00,33.63475500,-120.4252267,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:15:08,33.63479833,-120.4247567,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:15:20,33.63484167,-120.4242867,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:15:32,33.63488500,-120.4238167,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:15:44,33.63492833,-120.4233467,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:16:00,33.63497167,-120.4228767,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:16:12,33.63501500,-120.4224067,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:16:24,33.63505833,-120.4219367,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:16:36,33.63510167,-120.4214667,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:16:48,33.63514500,-120.4209967,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:17:00,33.63518833,-120.4205267,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:18:08,33.63523167,-120.4200567,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:18:20,33.63527500,-120.4195883,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:18:32,33.63531833,-120.4191183,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:18:44,33.63536167,-120.4186483,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:19:00,33.63540500,-120.4181783,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:19:12,33.63544833,-120.4177083,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:19:24,33.63549167,-120.4172383,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:19:36,33.63553500,-120.4167683,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:19:48,33.63557833,-120.4162983,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:20:00,33.63562167,-120.4158283,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:21:08,33.63566500,-120.4153583,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:21:20,33.63570833,-120.4148883,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:21:32,33.63575167,-120.4144183,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:21:44,33.63579500,-120.4139483,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:22:00,33.63583833,-120.4134783,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:22:12,33.63588167,-120.4130083,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:22:24,33.63592667,-120.4125383,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:22:36,33.63597000,-120.4120683,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:22:48,33.63601333,-120.4115983,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:23:00,33.63605667,-120.4111283,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:24:08,33.63610000,-120.4106600,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:24:20,33.63614333,-120.4101900,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:24:32,33.63618667,-120.4097200,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:24:44,33.63623000,-120.4092500,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:25:00,33.63627333,-120.4087800,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:25:12,33.63631667,-120.4083100,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:25:24,33.63636000,-120.4078400,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:25:36,33.63640333,-120.4073700,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:25:48,33.63644667,-120.4069000,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:26:00,33.63649000,-120.4064300,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:27:08,33.63653333,-120.4059600,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:27:20,33.63657667,-120.4054900,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:27:32,33.63662000,-120.4050200,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:27:44,33.63666333,-120.4045500,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:28:00,33.63670667,-120.4040800,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:28:12,33.63675000,-120.4036100,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:28:24,33.63679333,-120.4031400,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:28:36,33.63683667,-120.4026700,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:28:48,33.63688000,-120.4022017,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:29:00,33.63692333,-120.4017317,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:30:08,33.63696667,-120.4012617,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:30:20,33.63701000,-120.4007917,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:30:32,33.63705333,-120.4003217,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:30:44,33.63709667,-120.3998517,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:31:00,33.63714000,-120.3993817,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:31:12,33.63718333,-120.3989117,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:31:24,33.63722667,-120.3984417,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
Overtaking,538004144,12/3/17 9:31:36,33.63727000,-120.3979717,0,0,0, ECOPRIDE G O, IMO9594925, V7VK7,1004,under way using engine,229.1,32.3,14.5,
